user_id,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill
8153,2137048,3.00E+06,739823,0,1499000,908144
8154,4920740,4.00E+06,4943721,0,454997,4920127
8155,11570320,1.20E+07,11474871,0,0,11414937
8156,799095,4.80E+07,787794,0,0,0
8157,27587920,2.20E+07,27676330,0,236900,27669703
8158,5919504,5.00E+06,6482041,0,0,5794317
8159,4952954,5.00E+06,4806000,0,329609,4900858
8160,5041583,5.00E+06,3860221,0,1027497,5046439
8161,3521376,3.00E+06,2943891,0,676519,3347930
8162,2905068,3.00E+06,2895337,0,276000,2726534
8163,1307059,5.00E+06,5.00E+05,0,854232,0
8164,1417103,4.60E+07,502945,0,661927,930308
8165,6308345,8.00E+06,3358372,3250000,211706,5443422
8166,871713,4.00E+06,849612,0,0,838365
8167,5202706,5.00E+06,1393382,0,1872300,0
8168,12203017,1.00E+07,12083332,0,9.00E+05,12233332
8169,3805786,9.00E+06,1565034,0,576274,2255200
8170,120746,6.60E+07,110000,0,0,85003
8171,5062251,5.00E+06,4799868,0,489800,5046219
8172,147467187,8.20E+07,50306332,0,1.02E+08,0
8173,6338060,5.00E+06,6199421,0,0,6389921
8174,7867898,6.00E+06,6321255,0,1562497,7542720
8175,3389153,3.00E+06,3281530,0,0,3378650
8176,18603708,2.00E+07,41436244,0,0,25931078
8177,1072576,3.00E+06,1758807,0,0,608264
8178,17697017,1.50E+07,7133501,2.00E+06,613018,16535633
8179,3239071,2.20E+07,886390,0,590500,1435317
8180,2398293,4.00E+06,2128863,2.00E+05,512850,1063744
8181,22393185,2.00E+07,21692768,0,1.00E+06,2.10E+07
8182,421124,7500000,186888,0,379920,341946
8183,27255983,2.70E+07,25433519,0,2164717,2.90E+07
8184,13609716,2.00E+08,3290075,0,9441000,4319044
8185,2667098,1.90E+07,828475,0,0,0
8186,42343,2.00E+07,24895,0,0,0
8187,44772012,5.40E+07,39271348,0,4013768,42351639
8188,449830,5.00E+06,182329,0,194997,0
8189,3906290,4.00E+06,359125,0,329300,3402463
8190,74462952,8.00E+07,10757138,0,2.50E+07,37940368
8191,4606758,7.00E+06,194236,0,3313650,0
8192,14883189,1.30E+07,14571590,0,0,13624043
8193,22605863,2.20E+07,5648952,0,20546725,0
8194,4792936,6.00E+06,4813088,0,3294000,0
8195,1892259,3.00E+06,1897209,0,0,1836044
8196,15267087,1.50E+07,12903413,0,2639344,15471667
8197,4474791,4.00E+06,3129531,1.00E+05,1258000,4271707
8198,68444095,6.50E+07,5.10E+07,0,0,49621021
8199,837064,3.00E+06,817508,0,142233,0
8200,11260430,2.00E+07,1.10E+07,0,0,11195141
8201,266413,7.00E+06,260469,0,276720,0
8202,2000551,5.70E+07,1944068,0,1079100,0
8203,4013724,1.00E+07,1473011,0,0,2255200
8204,738994,8.00E+06,381744,0,4.00E+05,0
8205,2877398,2.00E+07,2224142,0,750800,0
8206,1669208,2.00E+07,941722,0,798918,0
8207,128750,8.00E+06,132870,0,0,0
8208,16975407,1.50E+07,11182773,1700000,2682230,0
8209,13220070,1.90E+07,12428483,0,835000,13791624
8210,4169088,4.00E+06,488263,0,1669000,1901559
8211,798058574,5.00E+08,3.82E+08,0,32169795,4.44E+08
8212,45864,3.00E+06,55895,0,215,20690
8213,2708561,4.00E+06,103104,0,155506,2885623
8214,34912481,3.60E+07,1972292,0,28864922,0
8215,28778954,2.50E+07,24343388,0,3192244,25915989
8216,487902,6.00E+06,123000,0,26900,252920
8217,3865941,4.00E+06,3314560,0,804992,3864783
8218,4032678,6.10E+07,501859,0,0,3393038
8219,15951473,8.30E+07,5149915,0,14816326,0
8220,45432,1.00E+07,58406,0,9500,0
8221,5799131,5.00E+06,5707993,0,20000,5694443
8222,3182077,1.40E+07,2151669,0,46000,0
8223,5819147,5.00E+06,5692950,0,0,0
8224,3338739,3.00E+06,3220325,0,0,3351865
8225,3327368,3.00E+06,181911,0,0,2609753
8226,956923,8.00E+06,469737,0,619370,0
8227,5063068,5.00E+06,4668953,0,322400,5095527
8228,1346384,1.50E+07,401589,0,815767,0
8229,160801822,1.00E+08,1.09E+08,0,0,1.65E+08
8230,11602929,9.00E+06,14294523,0,0,13459449
8231,122186211,4.90E+07,1.27E+08,0,0,1.20E+08
8232,5331244,5.00E+06,5138500,0,0,0
8233,5228077,8.00E+06,274774,0,0,4500000
8234,4653320,5.00E+06,2334483,0,2697900,5575574
8235,74335901,8.00E+07,50117143,0,12242867,8.10E+07
8236,8739150,9.00E+06,1662683,0,1839500,0
8237,5392783,5.00E+06,3315463,0,2101392,0
8238,4902932,5.00E+06,4.00E+05,0,4222799,820057
8239,3264961,3.00E+06,3133018,0,0,3255376
8240,9484568,8.00E+06,9746522,0,32000,9535351
8241,1954189,3.00E+06,1186359,0,0,1065656
8242,7111585,6.00E+06,7010079,0,153000,0
8243,786304,2.00E+07,762500,0,0,727515
8244,3264961,3.00E+06,1589417,0,3217000,0
8245,5352941,7.00E+06,233250,0,3620000,0
8246,68821,2.00E+07,51588,0,0,29345
8247,5917374,2.00E+07,1885345,0,179000,0
8248,22093238,2.00E+07,21942039,0,0,22067505
8249,9967033,1.00E+07,9952970,0,0,9960470
8250,40407434,5.00E+07,40152557,0,1670662,4.20E+07
8251,5727980,5.00E+06,1091975,0,4552916,4614828
8252,3264378,7.00E+06,1337069,0,1098028,0
8253,3547959,5.00E+06,3562811,0,0,3670701
8254,527122,1.00E+07,67932,0,427612,0
8255,42371923,6.30E+07,6954090,0,1354900,0
8256,3567231,4.00E+06,5394312,0,0,4215988
8257,552840,9.00E+06,207884,0,295690,367945
8258,8045092,8.00E+06,7972695,0,0,8055611
8259,1992908,8.00E+06,1354523,0,784132,0
8260,16935406,1.50E+07,5600287,0,1553250,1.90E+07
8261,99074956,9.00E+07,92832510,0,49500,95394009
8262,679857,5.00E+06,301984,0,336000,635731
8263,12145956,2.90E+07,9457721,0,4029843,17892144
8264,19489895,2.00E+07,8179086,0,3960495,0
8265,22109128,2.00E+07,14453128,0,4964405,17404598
8266,90427130,2.15E+08,81911449,0,29321829,0
8267,5028729,5.00E+06,4894080,0,0,5024437
8268,53065373,4.80E+07,15598673,0,40119267,0
8269,2122053,5.00E+07,2116000,0,2023925,0
8270,5075527,5.30E+07,1038887,0,3500000,0
8271,406804,1.70E+07,110000,0,0,0
8272,1312845,3.00E+06,1280160,0,0,1306425
8273,4691569,3.00E+06,4390435,0,72000,4701421
8274,16642781,2.00E+07,16307000,0,11306408,16217584
8275,365725,4.90E+07,365799,0,0,0
8276,4233582,2.50E+07,4006000,0,425302,4568078
8277,602668,7.00E+06,401000,0,152000,502615
8278,5950202,1.00E+07,1568066,0,1796050,0
8279,2826824,3.00E+06,1585458,5.00E+05,0,2974627
8280,16187847,1.20E+07,16188309,0,0,16078653
8281,141336,9.00E+06,93298,0,410,62144
8282,1097867,8.00E+07,782128,0,749000,0
8283,19016507,2.00E+07,2830175,0,10543300,6124997
8284,3783638,5.00E+06,88259,0,3659247,1947377
8285,1455920,5.00E+06,1414326,0,7.00E+05,0
8286,57955,3.00E+06,25710,0,0,34688
8287,315268,8.00E+06,319320,0,0,288553
8288,1392520,1.70E+07,514008,0,222999,0
8289,20421743,2.50E+07,21539544,0,0,15797764
8290,837496,9.00E+07,413900,0,519100,0
8291,4110330,5.00E+06,3388506,0,5.00E+05,4079136
8292,488583,1.90E+07,509866,0,1911,515879
8293,919107,7.00E+06,161351,0,750809,0
8294,12456899,1.10E+07,5876401,0,8.00E+06,0
8295,3053352,3.00E+06,3162419,0,229800,3136960
8296,166680,3.00E+07,156000,0,0,180033
8297,4821253,1.00E+07,1752566,0,3.00E+05,4605889
8298,10406880,1.00E+07,14110577,0,0,13513008
8299,9574549,8.00E+06,9373224,0,274998,9437034
8300,1024221,7.00E+06,995152,0,55000,0
8301,2241637,5.00E+06,1880543,0,221900,2030023
8302,2270343,8.00E+06,1057360,0,1169000,0
8303,6045746,6.00E+06,4336177,0,27793,5071545
8304,2690849,3.00E+06,904655,0,411100,1251795
8305,1152311,8.00E+06,712438,0,832000,0
8306,3444980,3.00E+06,3433874,0,615658,3372921
8307,1749378,3.00E+06,1691677,0,1160256,0
8308,932993,3.00E+06,464996,0,313975,890090
8309,14552513,1.30E+07,14123602,0,1257400,11131155
8310,13106845,1.30E+07,1590637,0,7800224,0
8311,336549,4.00E+06,380000,0,0,0
8312,674379,3.00E+06,235601,0,0,210413
8313,6289804,1.00E+07,1014504,0,0,6208658
8314,11201553,7.90E+07,4194000,0,5151764,10417073
8315,43013578,3.80E+07,12733976,0,0,0
8316,4422601,1.90E+07,1110167,0,2196308,3409686
8317,62586103,6.50E+07,62304989,0,936392,62574142
8318,61126377,5.60E+07,9320769,0,364041,34386032
8319,13587651,1.50E+07,3290075,0,2725042,0
8320,5692014,5.00E+06,5898981,0,674400,5866778
8321,6289804,1.00E+07,1272913,0,0,6254547
8322,8477592,7.00E+06,8323101,0,883997,8477592
8323,10017151,3.00E+07,4990238,0,2735161,7499998
8324,1865225,3.00E+06,1813734,0,0,1920279
8325,2449640,5.00E+06,334225,0,2432610,0
8326,9025667,8.00E+06,8243222,0,1412996,8942687
8327,4984943,2.00E+07,4839750,0,0,4949564
8328,5327622,5.00E+06,5141248,0,0,5279563
8329,1847027,4.00E+06,858987,6.00E+05,1275000,0
8330,1523351,3.00E+06,1482853,0,5844,1548252
8331,8570659,9.00E+06,7197170,0,2.00E+05,875000
8332,1818888,8.00E+06,763450,0,0,0
8333,7356114,6.00E+06,7345375,0,0,7332833
8334,22076617,1.00E+08,6766896,0,18504109,0
8335,1024221,7.00E+06,1029418,0,5.00E+05,1084364
8336,3749066,3.00E+07,2092717,0,2940000,0
8337,2873065,3.00E+06,1616602,0,957002,2827893
8338,3475519,3.00E+06,106912,0,0,0
8339,735426,3.00E+06,596947,0,2.00E+05,631829
8340,62688663,5.70E+07,62767548,2.00E+05,936392,69480204
8341,3966248,3.00E+06,3297826,0,1329865,3498464
8342,43013578,3.80E+07,26481231,0,0,32150860
8343,4318445,5.00E+06,3016320,0,16753,4336736
8344,8896053,8.00E+06,9833991,0,95650,7953986
8345,1828768,8.00E+06,805192,0,7829,918339
8346,30286788,1.95E+08,2.10E+07,0,383248,23120229
8347,57349,3.00E+06,46713,0,0,0
8348,1416698,4.60E+07,765909,0,0,0
8349,5524105,5.00E+06,5523273,,0,5505392
8350,3801271,1.00E+07,294583,0,3660634,0
8351,367236,4.00E+06,245577,0,205299,0
8352,6522120,5.00E+06,6418345,0,0,6459671
8353,784801,3.00E+07,2.00E+05,0,432700,0
8354,8456361,3.40E+07,7256830,0,952000,0
8355,32838862,3.00E+07,32355312,0,0,32505312
8356,8046494,4.00E+07,6208649,0,1702589,0
8357,138613,1.60E+07,158127,0,14365,0
8358,10465992,4.10E+07,4577088,0,3464000,0
8359,240042577,8.00E+07,1.71E+08,0,37908899,0
8360,1069925,6.00E+06,1029950,0,0,0
8361,3279408,3.00E+06,3281592,0,26000,0
8362,1330150,5.00E+06,42735,0,0,0
8363,1280145,2.60E+07,1123073,0,476179,894706
8364,4562163,5.00E+06,4557673,0,0,4571599
8365,63628,5.00E+06,54192,0,0,56108
8366,43253481,5.40E+07,10470178,0,21575999,35819164
8367,3097852,3.00E+06,3007629,0,0,0
8368,4732242,4.00E+06,4505282,0,165000,4766229
8369,5754151,5.00E+06,5734443,0,6561230,0
8370,3693060,7.00E+06,3549682,0,126947,3731658
8371,53276067,6.50E+07,46086636,0,1.00E+05,49197428
8372,1030389,6.00E+06,508000,0,5.00E+05,0
8373,3086816,3.00E+06,2280824,0,1804375,3208922
8374,2463583,8.00E+06,2433580,0,0,2431792
8375,4568078,5.00E+06,2821381,0,467148,2747165
8376,2226882,1.50E+07,1103056,2.00E+05,810289,1766032
8377,408316,3.00E+06,328518,0,0,0
8378,6841593,6.00E+06,6850533,0,24000,6767229
8379,1329763,3.00E+06,134817,0,0,0
8380,16702609,1.50E+07,16628512,0,60000,16657197
8381,14647666,2.10E+07,14680122,0,0,14539428
8382,1685290,3.00E+06,1546823,0,923700,1715084
8383,20197656,1.80E+07,2.20E+07,0,0,2.00E+07
8384,9054026,6.00E+07,5689432,0,3626109,0
8385,62427785,6.60E+07,53089312,0,0,5720867
8386,6422864,3.00E+06,6570703,0,20000,6476065
8387,17090917,1.50E+07,19242560,2.00E+06,6132134,17666926
8388,47389424,4.00E+07,45089709,0,2378886,44795402
8389,5322784,5.00E+06,1488617,0,2678106,0
8390,3658099,8.00E+06,619755,0,0,0
8391,59967258,5.90E+07,59061811,0,0,59325860
8392,14098736,2.00E+07,9845236,0,4626898,15838710
8393,1897336,5.00E+06,620000,0,866000,0
8394,3398989,3.00E+06,3393156,0,0,3385243
8395,5530739,7.00E+06,4209964,0,0,4113764
8396,489800,6.00E+06,364045,0,222299,0
8397,3442670,3.00E+06,2324686,0,489000,3512770
8398,30738230,8.00E+07,29144221,0,613000,3.10E+07
8399,6093768,3.60E+07,6020867,0,0,6041794
8400,1098057,3.00E+06,501000,0,1358200,0
8401,3011819,9.00E+06,2398100,0,1776450,3048234
8402,19911496,5.50E+07,3873037,0,15254500,0
8403,6351539,7.00E+06,2184616,0,0,7.00E+06
8404,524251,1.00E+07,272998,0,241003,0
8405,2754303,3.00E+06,2160598,0,443274,2289930
8406,22219265,3.70E+07,9642797,0,16667215,20057277
8407,8816235,8.00E+06,7855446,0,0,8853579
8408,2556606,3.00E+06,74504,0,2.00E+06,969934
8409,5369944,5.00E+06,5220009,0,0,5285536
8410,820970,3.00E+07,790828,0,217361,0
8411,11844098,1.20E+07,7249458,0,0,7120064
8412,3196374,9.00E+06,2632974,0,17040,3157075
8413,5490984,5.00E+06,5340984,0,0,5567010
8414,2111609,8.00E+06,1292377,0,6.00E+05,1561676
8415,7012000,6.00E+06,8005339,0,143450,7060974
8416,32790,9.00E+06,58507,0,88,0
8417,21247021,2.00E+07,8100647,0,1514101,7331872
8418,4772857,5.00E+06,4169943,0,483818,4724856
8419,10668480,1.00E+07,10133470,0,0,10722440
8420,168673,7.00E+06,163000,0,38500,0
8421,560750,8.00E+07,560370,0,582000,39094
8422,19198469,2.00E+07,11745516,0,4444292,0
8423,55614939,5.00E+07,56636753,7.00E+06,1.00E+07,55533312
8424,58410,2.60E+07,505239,0,-2913529,142140
8425,3370597,7.50E+07,2495868,0,1625563,0
8426,10241186,1.20E+07,7196543,0,3.00E+06,0
8427,5046552,1.50E+07,3734988,0,0,4497492
8428,55629518,5.00E+07,56337859,0,1770660,55700617
8429,3103390,3.00E+06,3007042,0,696000,0
8430,3314595,3.00E+06,1927189,0,151028,3425647
8431,2506906,2.30E+07,1229553,0,877007,0
8432,2919897,5.00E+06,2842541,0,11298,2917684
8433,5249079,5.00E+06,6014828,0,0,5278519
8434,3783615,6.00E+06,1528840,0,860216,3110103
8435,9633091,8.00E+06,9586706,0,32000,9530079
8436,1681052,1.00E+07,1680543,0,6680,1312743
8437,320654,5.00E+06,306979,0,48984,308010
8438,2506906,7.00E+06,2453880,0,0,2477730
8439,5709474,5.00E+06,5741286,0,579094,5737962
8440,7614322,7.00E+06,7597014,0,0,7597014
8441,3394905,4.00E+07,3069514,0,232921,2801247
8442,801260,1.00E+08,778298,0,144000,0
8443,3233344,3.00E+06,3212132,0,0,3219864
8444,200681,8.00E+06,30056,0,193000,0
8445,4935118,1.00E+07,408667,0,451646,2805837
8446,5288014,6.00E+06,6806261,0,0,5252692
8447,861313,6.00E+06,735620,0,164853,825570
8448,976098,8.00E+06,81753,0,750809,625000
8449,2516577,3.00E+06,2444510,0,0,2586298
8450,14847166,1.50E+07,1.50E+07,0,0,14685902
8451,2226882,3.00E+06,2223079,0,101298,2331320
8452,3048420,5.00E+06,2904747,0,455400,3045435
8453,73556089,1.45E+08,61349149,0,25700,5720867
8454,703000,3.00E+06,681611,0,681611,0
8455,16975407,1.50E+07,11182773,0,120000,17710273
8456,2106724,3.00E+06,2111099,0,48000,2.00E+06
8457,11657046,1.80E+07,2756602,0,6499404,0
8458,91879235,8.50E+07,26453508,0,0,92133850
8459,24550379,4.20E+07,3845220,0,4306354,3166664
8460,2205758,3.00E+06,2168955,0,159000,2261091
8461,2980658,3.00E+06,3284384,0,0,2889414
8462,1678800,4.00E+06,1040316,0,1430750,0
8463,4159379,1.20E+07,4.00E+06,0,276000,4693024
8464,3259031,3.00E+06,1880861,0,1904353,0
8465,6447385,1.00E+07,1286992,0,2132313,0
8466,5338800,5.00E+06,5142036,0,1686422,5332036
8467,1788043,6.00E+06,1735339,0,1723300,0
8468,3585678,3.00E+06,3586353,0,0,3612441
8469,141509704,8.40E+07,5629075,0,4802740,1.17E+08
8470,3718809,2.60E+07,2341784,0,3210000,0
8471,2942908,8.00E+06,2853658,0,11327,2936737
8472,4035952,5.00E+06,1796970,0,0,3906290
8473,5644871,6.00E+06,3880007,0,1624347,0
8474,3778015,4.00E+06,3084489,0,755602,3696134
8475,161298,1.50E+07,88836,0,48435,139159
8476,2348428,2.80E+07,469000,0,0,0
8477,7267884,7.00E+06,4652681,0,3898498,8322351
8478,79108,1.10E+07,85856,0,0,96542
8479,26917483,5.50E+07,33656155,1300000,0,26819091
8480,42427356,6.20E+07,46605026,0,0,40152557
8481,405182,5.00E+06,203583,0,200833,0
8482,439348,7.00E+06,363262,0,217000,0
8483,2394346,4.00E+06,2450382,0,0,2133888
8484,9777093,8.00E+06,9828433,0,0,9586706
8485,3797086,2.00E+07,3762762,0,0,0
8486,1626214,3.00E+06,95214,0,0,1282875
8487,76687,7.00E+06,89361,0,0,0
8488,2207160,3.00E+06,1922539,0,0,2148291
8489,6059977,5.00E+06,5845050,0,0,0
8490,596917,3.00E+06,194667,0,269998,463925
8491,9355294,8.00E+06,9197089,0,4.00E+05,9290158
8492,38228,6.00E+07,51371,0,90,45289
8493,2587715,1.00E+07,811174,0,260226,0
8494,134600126,8.00E+07,30170202,0,0,1.06E+08
8495,227451,3.00E+06,174131,0,108795,167145
8496,2267091,3.00E+06,601520,0,0,2346166
8497,3233338,3.00E+06,2651075,0,53000,3234934
8498,12354306,2.50E+07,6554836,0,4606471,18458259
8499,781869,7.00E+06,452628,0,380000,773567
8500,31816,3.00E+06,34760,0,0,158468
8501,209785,5.60E+07,225901,0,0,0
8502,6109500,6.00E+06,5959500,0,719000,6032773
8503,4220872,5.00E+06,2157088,0,2231099,3326416
8504,3796754,3.00E+06,3803224,0,0,3686100
8505,8956097,8.00E+06,7509622,0,32000,7989532
8506,22639309,2.20E+07,23160364,0,2071328,22785476
8507,5721896,5.00E+06,4415900,0,897540,765000
8508,57680,6.00E+06,40457,0,0,39371
8509,22028274,2.00E+07,19425605,0,16189295,0
8510,55504,5.00E+06,59848,0,0,0
8511,35810,9.00E+06,35871,0,0,22325
8512,4022020,9.00E+06,3682695,1.00E+06,378997,0
8513,32430657,3.20E+07,17655123,0,266805,35330935
8514,23518603,2.30E+07,12671121,0,9016473,8649999
8515,958518,3.00E+06,666096,0,179000,764154
8516,1489261,4.00E+06,1442299,0,0,1481760
8517,69699095,7.80E+07,71051846,0,25700,7.20E+07
8518,1626264,3.00E+06,690643,0,441690,0
8519,8098000,9.00E+06,8079000,0,31609,6110152
8520,3063708,3.00E+06,159471,0,2712000,3212413
8521,90619020,8.60E+07,88217422,0,0,90657438
8522,4298589,4.00E+06,4105213,0,350000,4345914
8523,25795268,5.90E+07,3706928,0,17079601,20827907
8524,3292210,5.00E+06,3205422,0,0,0
8525,5714857,1.70E+07,1922866,0,3817851,4806272
8526,5193632,5.00E+06,5043520,0,93250,5372536
8527,3433801,6.00E+06,1754038,0,1788500,2347668
8528,1446166,3.00E+06,739452,0,422342,0
8529,8164925,8.00E+06,6591868,0,1456815,8506548
8530,4536819,8.00E+06,4547753,0,17677,0
8531,6180722,6.00E+06,4545318,0,1487000,6033241
8532,212691,2.10E+07,167549,0,48637,219248
8533,3929654,5.00E+06,2252142,0,167463,2744372
8534,6221251,1.10E+07,6150570,2400000,6515400,0
8535,3428049,7.00E+06,344417,0,0,2626546
8536,2601160,3.00E+06,2534568,0,0,2662240
8537,15471667,1.50E+07,15451104,0,0,15461536
8538,17850461,1.80E+07,12069488,0,2273220,18758690
8539,4724856,5.00E+06,4584042,0,379362,4788176
8540,36050,3.00E+06,24895,0,82,0
8541,349464,7.00E+06,184404,0,96786,0
8542,40726698,3.60E+07,33106230,0,1366246,37730300
8543,7907660,1.30E+07,4552449,0,218926,5748984
8544,5516008,1.00E+07,1719730,0,1796050,4734236
8545,3348957,4.00E+06,2500711,0,1439382,3288850
8546,3818686,3.00E+06,3716831,0,14000,3776442
8547,4595690,5.00E+06,2908437,0,0,4207815
8548,41005693,4.80E+07,23729700,0,4600000,26257663
8549,2717936,3.00E+06,1126245,0,11275,1689902
8550,3891908,5.00E+06,3097093,0,74095,4738975
8551,87992,2.00E+07,72157,0,0,93426
8552,9768400,1.10E+07,6624755,0,0,6681844
8553,2590903,7.00E+06,1354811,0,0,1893502
8554,4278194,4.00E+06,4105213,0,0,4115180
8555,136710851,1.50E+08,1.12E+08,0,9.00E+06,1.32E+08
8556,2927116,1.00E+07,966700,0,366380,0
8557,7414406,7.00E+06,7102407,0,0,7413863
8558,3488877,6.50E+07,2032981,0,1812515,3.00E+06
8559,22304131,2.00E+07,15494088,0,9173555,20422659
8560,38624967,6.60E+07,25491054,0,6695267,32884755
8561,1145927,3.00E+06,1125720,0,0,0
8562,1003573,1.90E+07,89320,0,1076500,1862891
8563,1069925,7.00E+06,575817,0,5.00E+05,0
8564,73148764,8.50E+07,7082748,0,4150002,7081508
8565,684568,8.00E+06,47263,0,538655,0
8566,13021978,1.50E+07,1265164,0,12483950,3096564
8567,13524300,1.50E+07,8635795,0,5931663,3750000
8568,60186521,8.90E+07,30320726,0,20469035,19900277
8569,3138070,3.00E+06,3145469,0,295000,3046883
8570,512515,4.90E+07,79403,0,398000,521114
8571,29421757,3.00E+07,2.80E+07,0,9500,2.80E+07
8572,76220,6.00E+06,92249,0,0,0
8573,3267295,3.00E+06,1959428,0,855850,0
8574,1640020,7.00E+06,832994,0,640460,1508687
8575,4554473,2.60E+07,4454473,0,682980,4528951
8576,87992,3.00E+06,58000,0,0,31118
8577,317405,5.00E+06,275899,0,186215,0
8578,3650335,1.50E+07,3424686,0,12000,3583613
8579,1531989,3.00E+06,1217146,0,5844,1270186
8580,4573700,5.00E+06,3700790,0,1282750,4673495
8581,5049151,6.00E+06,5265769,4.00E+05,18000,5060212
8582,3796023,4.00E+06,3084489,0,1065000,3012478
8583,33842670,5.20E+07,23383998,0,4708515,24261770
8584,26572272,5.50E+07,2.60E+07,0,49000,26566272
8585,11321635,1.20E+07,9894093,0,810930,10726470
8586,7781939,7.00E+06,7633742,0,0,7654331
8587,1238098,9.00E+06,513490,0,905827,0
8588,8464110,9.00E+06,7335734,0,883666,8462080
8589,1028532,3.00E+06,506000,0,5.00E+05,0
8590,185400,5.00E+06,186678,0,0,193612
8591,25538,7.00E+06,22126,0,12000,56975
8592,1088046,7.00E+06,493460,0,862665,0
8593,11382858,2.00E+07,6819555,0,1447259,5695287
8594,8611280,9.00E+06,8471999,0,5250027,8695191
8595,816257,7.00E+06,796434,0,0,0
8596,3034065,3.00E+06,2790741,0,15000,2804383
8597,6635567,2.20E+07,1677874,0,5.00E+06,0
8598,737390,1.00E+07,407831,0,307579,0
8599,9296158,9.00E+06,9147726,0,0,9384039
8600,40497628,3.70E+07,43130581,0,0,41471552
8601,968141,3.00E+06,1369725,0,0,1383041
8602,274686,3.00E+06,265368,0,0,143414
8603,78000,4.00E+06,72100,0,0,67077
8604,737437,3.00E+06,57445,0,193676,0
8605,12265638,5.50E+07,3194936,0,1901849,11770709
8606,2656632,3.00E+06,1335894,0,130401,0
8607,4899610,5.00E+06,1622650,0,720000,5367012
8608,69839,5.00E+06,58192,0,0,29027
8609,32963074,3.00E+07,32883344,0,0,32753553
8610,38113984,4.00E+07,35696720,0,1501505,37502380
8611,7640422,6.00E+06,7615457,0,0,7287056
8612,18398444,2.00E+07,16557126,0,79823,16446143
8613,16499530,2.50E+07,3516072,0,6586250,0
8614,2899005,7.00E+06,2650742,0,149000,0
8615,21325158,2.00E+07,12238488,0,3718098,16289973
8616,3965531,1.10E+07,3160704,0,692405,3464311
8617,23250278,1.80E+07,18552644,0,72000,19747920
8618,614910,3.00E+06,598000,0,6.00E+05,0
8619,3796023,4.00E+06,3191263,3.00E+05,794998,3767521
8620,8933096,2.00E+07,5408040,6.00E+06,1024480,7821636
8621,8243266,8.00E+06,4946897,0,114300,6983543
8622,5985545,4.60E+07,3855792,0,952504,5479092
8623,6753444,7.00E+06,7088369,0,1369600,6956208
8624,4220364,5.00E+06,5069263,0,0,4146775
8625,195966,2.00E+07,211938,140817,816,0
8626,163804,3.00E+06,150458,0,0,0
8627,776686,3.00E+06,559206,0,519960,0
8628,9460466,8.00E+06,9460466,1500000,0,9436028
8629,22225055,2.00E+07,21056484,0,1112787,21797900
8630,4110330,5.00E+06,4123708,0,540499,4095315
8631,781207,3.00E+06,741133,0,0,759206
8632,1041174,4.00E+06,523642,0,502000,0
8633,7959062,1.00E+07,6680205,0,2895880,0
8634,474341,7.00E+06,497303,0,146900,478142
8635,16479527,4.60E+07,1936911,0,617000,0
8636,15601415,1.00E+07,16508432,0,-50007,16442934
8637,8353551,5.00E+06,7870480,0,0,5992829
8638,2504863,9.00E+06,2362550,0,451897,0
8639,75367465,1.00E+08,47580392,0,2979503,64369895
8640,53652928,3.50E+07,55283928,0,367997,53526646
8641,4508458,5.00E+06,4377781,0,-508825,4509550
8642,15659751,1.50E+07,17531473,0,60000,16485770
8643,18276017,1.50E+07,17924255,1400000,0,18180124
8644,5861591,7.00E+06,5862433,0,0,5876666
8645,12512673,2.00E+07,10563716,0,4626898,10749882
8646,2979480,3.00E+06,2962670,0,25735,2912375
8647,3102497,1.70E+07,107083,0,3.00E+06,0
8648,20392429,2.00E+07,2.10E+07,0,837370,21852221
8649,9678026,1.00E+07,9542509,0,37777,9692509
8650,8291259,8.00E+07,3012700,0,1510513,0
8651,297975,5.00E+06,283371,0,0,0
8652,17719461,2.20E+07,21661425,0,0,17090917
8653,5802265,6.00E+06,5132356,0,593450,5870716
8654,568287,2.20E+07,578750,0,0,576134
8655,9760417,8.00E+06,9560916,0,32000,9656999
8656,100170,1.00E+07,100773,0,0,0
8657,8469961,1.00E+07,4983523,0,4612036,0
8658,42933982,4.30E+07,12733976,0,1987551,0
8659,3399775,3.00E+06,2640003,0,0,2668488
8660,29300221,6.50E+07,28924735,0,0,2.90E+07
8661,2689197,3.00E+06,2638357,0,0,2654314
8662,70434,9.00E+06,98126,0,0,0
8663,7595941,6.10E+07,725846,0,0,0
8664,46238009,5.50E+07,59159046,0,0,46217370
8665,7568351,7.00E+06,7380933,0,0,7427285
8666,248988,5.00E+06,231912,0,0,250714
8667,180064,5.00E+06,227724,0,0,0
8668,2940830,3.00E+06,2855175,0,0,2958847
8669,8960547,6.00E+06,7509622,0,1502714,8942687
8670,1196502,2.10E+07,1196158,0,583985,0
8671,9626093,6.20E+07,6935288,0,2735161,0
8672,6984232,3.80E+07,2502437,0,407348,4377991
8673,1983871,4.00E+06,1769371,0,164000,1884926
8674,4085749,3.00E+06,4135670,0,2.00E+06,3939271
8675,24802,2.00E+07,59607,0,0,0
8676,4638073,4.00E+06,4320398,0,337000,4671927
8677,4900167,5.00E+06,269147,0,3313650,0
8678,51833268,4.70E+07,50437729,0,0,52357727
8679,73201,5.00E+06,58587,0,0,42727
8680,2804607,3.00E+06,1796919,0,953250,2804077
8681,97638,1.00E+07,49334,0,48205,0
8682,3575546,5.00E+06,927195,0,367997,1366181
8683,251291,3.00E+06,243972,0,0,0
